customer_id,State,account_length,location_code,Phone Number,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,service quality,priority customer level,total data usage,network coverage,total messages usage,Churn
424392,HI,190,408, 380-1096, no, no,0,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,9,3,42,930,471, False.
424393,IL,31,415, 396-5790, no, yes,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,7,3,14,641,453, False.
424394,AK,52,415, 356-5244, no, yes,24,170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,2,8,1,59,895,522, False.
424395,MD,73,510, 341-1412, no, no,0,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,0,2,28,429,370, False.
424396,MA,111,415, 387-7371, no, no,0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,0,1,2,362,374, True.
424397,SD,98,415, 392-2555, no, no,0,0,0,0,159.6,130,13.57,167.1,88,7.52,6.8,1,1.84,4,2,1,7,411,207, True.
424398,PA,106,408, 403-9167, yes, no,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,2,1,9,101,181, True.
424399,NC,111,408, 338-6550, no, no,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,0,1,51,527,483, False.
424400,VT,59,408, 357-5801, no, no,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,4,2,5,393,214, False.
424401,KY,71,510, 403-1953, no, yes,22,141.4,107,24.04,163,105,13.86,220,99,9.9,5.6,3,1.51,2,9,3,44,291,688, False.
424402,WA,55,408, 357-6039, no, no,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4,0,0,1,9,163,256, True.
424403,LA,13,415, 388-9653, no, no,0,58.4,121,9.93,262.2,64,22.29,159,115,7.15,11.9,5,3.21,1,7,3,47,206,411, False.
424404,WA,136,415, 359-2915, no, yes,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,0,3,33,187,425, False.
424405,ME,123,408, 381-4562, no, no,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11,3,2.97,0,0,1,16,401,229, False.
424406,WI,105,408, 406-2213, no, no,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,6,1,38,435,686, False.
424407,TX,50,408, 330-6436, no, yes,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,7,3,34,859,448, False.
424408,IA,118,415, 332-4289, no, no,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,6,3,69,321,521, False.
424409,AZ,97,408, 386-3596, no, no,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,5,3,32,227,237, False.
424410,ND,51,510, 337-3740, no, no,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,0,2,25,733,244, False.
424411,VT,73,415, 414-1496, no, no,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,2,1,2,127,186, True.
424412,HI,35,415, 349-7291, no, no,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,9,1,16,301,477, False.
424413,WY,64,415, 385-1985, no, no,0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,8,3,44,343,259, False.
424414,WV,63,510, 329-7102, no, no,0,132.9,122,22.59,67,62,5.7,160.4,121,7.22,9.9,2,2.67,3,9,3,10,544,198, False.
424415,OK,117,415, 394-2553, no, yes,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,8,3,29,804,276, False.
424416,CT,115,415, 339-1330, no, no,0,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,0,1,2,316,410, True.
424417,UT,162,408, 398-1959, no, no,0,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,4,3,59,415,279, False.
424418,NY,89,415, 408-7015, no, no,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,5,2,45,301,673, False.
424419,VA,94,415, 384-9254, yes, no,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,7,2,63,512,605, False.
424420,VT,129,408, 355-9475, no, no,0,186,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,4,2,68,478,555, False.
424421,SD,86,415, 334-1337, no, no,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,5,1,63,456,693, False.
424422,PA,96,510, 359-1441, no, no,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,7,1,66,514,631, False.
424423,ND,190,415, 391-5442, no, no,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,6,2,22,927,654, False.
424424,CT,80,408, 374-1551, no, no,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,7,1,47,637,216, False.
424425,SC,108,415, 399-6233, no, no,0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,2,1,9,329,330, True.
424426,MI,97,408, 337-4749, no, yes,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,0,3,62,285,204, False.
424427,VT,84,415, 403-5552, no, yes,42,214.3,112,36.43,188.2,107,16,333.5,117,15.01,11.3,10,3.05,0,0,2,60,198,618, False.
424428,OH,65,415, 405-3097, no, no,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,0,1,8,193,199, True.
424429,VT,131,415, 364-9240, no, yes,34,156.6,134,26.62,71,95,6.04,261.7,120,11.78,13.4,10,3.62,1,6,3,12,565,629, False.
424430,IL,58,415, 404-9348, yes, yes,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,7,2,43,589,385, False.
424431,MO,36,415, 336-1462, no, no,0,202.4,115,34.41,230.7,115,19.61,202,127,9.09,10.2,2,2.75,3,7,3,55,628,177, False.
424432,WI,54,415, 364-8981, no, no,0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12,2,3.24,1,5,2,41,662,236, False.
424433,NJ,45,510, 412-7606, no, no,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11,1,2.97,1,7,3,63,740,641, False.
424434,GA,125,415, 380-6342, no, yes,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,4,2,51,640,206, False.
424435,VT,72,415, 418-3017, no, yes,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,4,2,12,554,639, False.
424436,CT,141,408, 367-3648, no, no,0,51.9,108,8.82,162,83,13.77,223.5,115,10.06,10.1,3,2.73,3,4,3,6,361,350, False.
424437,AZ,113,510, 341-5892, no, no,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,0,3,46,213,515, False.
424438,SD,20,415, 334-4678, no, yes,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,0,2,19,774,320, False.
424439,CT,212,415, 366-6751, no, no,0,126,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,4,3,22,613,512, False.
424440,IN,99,415, 397-8512, yes, no,0,197.2,127,33.52,156,92,13.26,204.1,99,9.18,9.9,6,2.67,4,8,2,12,146,517, False.
424441,OH,94,510, 367-9495, no, no,0,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,5,1,57,490,672, False.
424442,NY,40,510, 379-2991, no, no,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,4,3,30,477,494, False.
424443,NE,86,510, 356-4832, no, yes,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,8,3,12,320,283, False.
424444,OK,101,415, 413-4040, no, no,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,2,1,6,473,383, True.
424445,NC,170,415, 366-4444, no, no,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,0,1,23,695,706, False.
424446,HI,105,510, 394-3806, no, no,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1,8,2,60,155,254, False.
424447,UT,103,415, 368-5647, no, no,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,0,3,8,963,354, False.
424448,MD,140,415, 412-1076, yes, yes,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,6,3,21,150,695, False.
424449,VT,101,510, 413-7655, no, no,0,0,0,0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,5,2,34,117,271, False.
424450,TX,98,408, 371-2316, no, yes,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11,4,2.97,1,7,3,61,659,444, False.
424451,AZ,104,408, 420-3346, no, no,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,9,1,14,723,147, False.
424452,VA,115,415, 367-3971, no, no,0,132,90,22.44,197.5,75,16.79,175.8,114,7.91,0,0,0,3,5,1,54,293,135, False.
424453,WI,112,408, 417-5813, no, no,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,0,2,26,124,174, False.
424454,NE,70,415, 421-8535, no, no,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,8,1,20,410,339, False.
424455,KY,126,510, 375-1721, no, no,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,0,2,68,665,409, False.
424456,NV,87,510, 331-8484, no, yes,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,4,1,17,547,244, False.
424457,MT,125,510, 366-5829, no, no,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,0,1,1,407,284, True.
424458,MO,86,415, 367-7906, no, no,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,4,1,31,850,204, False.
424459,MS,73,415, 412-2520, no, yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,0,1,9,481,374, True.
424460,NM,232,408, 386-9177, no, no,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,8,3,68,224,121, False.
424461,NJ,1,415, 420-6780, no, yes,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,0,2,36,339,293, False.
424462,NH,133,408, 401-1454, no, no,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,4,2,56,193,201, False.
424463,NC,103,510, 379-2508, no, no,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,5,2,50,148,326, False.
424464,MT,131,415, 353-3492, no, yes,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,7,1,62,783,502, False.
424465,SD,95,408, 406-4840, no, yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,0,2,15,552,551, False.
424466,VA,182,415, 391-7982, no, no,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,6,3,7,783,353, False.
424467,LA,99,510, 379-9821, no, no,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,0,2,48,580,512, False.
424468,NV,27,510, 398-7414, no, no,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,8,3,62,379,531, False.
424469,AK,141,408, 338-8566, no, no,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,8,3,55,637,168, False.
424470,OH,29,415, 397-3058, yes, yes,37,235,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,4,1,67,605,221, False.
424471,NM,65,415, 389-8096, no, no,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,9,2,32,525,506, False.
424472,MI,81,415, 393-6840, yes, no,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,0,1,3,219,209, True.
424473,MN,37,415, 360-7404, no, yes,20,264.7,81,45,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,0,3,40,981,299, False.
424474,WY,107,510, 411-5740, no, yes,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,4,2,19,419,260, False.
424475,WY,127,415, 412-3726, yes, yes,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,8,2,68,383,453, False.
424476,WA,78,408, 372-7326, no, no,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,0,1,11,437,618, False.
424477,NM,55,510, 338-9873, no, no,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10,4.6,2,1.24,2,8,2,2,292,707, False.
424478,VA,86,415, 383-4322, no, yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,8,1,67,785,544, False.
424479,RI,176,415, 401-7654, no, no,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,5,2,26,658,219, False.
424480,AL,96,415, 410-5455, yes, no,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,9,1,19,899,288, False.
424481,WV,11,510, 419-4310, no, yes,38,209.8,130,35.67,196.6,84,16.71,233,79,10.49,7,7,1.89,1,6,1,16,329,196, False.
424482,WV,48,415, 367-2056, no, yes,34,198,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,7,1,28,186,402, False.
424483,NJ,127,510, 363-6695, no, no,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,9,1,37,699,536, False.
424484,TN,63,415, 374-6217, no, no,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,0,3,10,898,680, False.
424485,MI,79,510, 337-9569, no, no,0,220.9,107,37.55,192.2,97,16.34,161,74,7.25,12.2,2,3.29,1,6,2,29,588,620, False.
424486,UT,47,408, 350-9720, no, yes,37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,6,2,66,686,706, False.
424487,IL,89,415, 380-4080, yes, yes,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3,0,0,1,5,309,285, True.
424488,MI,83,510, 333-7460, no, yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,8,2,63,855,630, False.
424489,WI,126,415, 378-3722, yes, yes,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,6,1,59,379,340, False.
424490,ND,60,510, 353-9339, no, no,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,8,2,63,936,225, False.
424491,VT,122,415, 386-6535, no, no,0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,0,1,5,871,342, False.
424492,WA,136,408, 403-5575, no, no,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5,10,1.35,1,4,1,9,572,306, False.
424493,NC,172,408, 331-5962, no, yes,47,274.9,102,46.73,186.6,118,15.86,245,123,11.03,8.8,2,2.38,1,4,2,60,884,646, False.
424494,ME,102,510, 390-9627, no, no,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,2,1,9,240,331, True.
424495,SD,113,415, 406-4560, yes, no,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,8,2,36,192,210, False.
424496,WV,79,415, 359-6931, no, no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,8,1,42,757,224, False.
424497,ID,55,510, 331-7342, no, yes,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,8,2,52,531,232, False.
424498,LA,111,415, 367-2227, no, yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,6,3,21,756,653, False.
424499,GA,160,415, 335-8836, no, no,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,0,1,53,191,578, False.
424500,FL,110,415, 398-6703, no, no,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,8,3,21,790,223, False.
424501,CO,192,415, 370-8379, no, no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,4,1,60,572,678, False.
424502,NV,93,408, 335-3880, no, no,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,0,3,29,168,191, False.
424503,IN,101,415, 375-8761, no, yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,7,2,55,604,424, False.
424504,VA,77,510, 367-1398, no, no,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,9,1,7,459,421, False.
424505,UT,105,415, 395-7857, no, yes,40,236.5,111,40.21,117,110,9.95,221.1,115,9.95,8.1,3,2.19,2,9,2,4,535,523, False.
424506,UT,133,408, 398-8745, no, yes,44,174,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,2,1,6,240,146, True.
424507,MO,131,408, 386-3717, no, no,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,8,3,39,863,643, False.
424508,CT,106,510, 330-1175, no, yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,5,1,45,505,565, False.
424509,HI,118,415, 418-6752, no, no,0,133.4,113,22.68,121,92,10.29,254.7,129,11.46,5.9,4,1.59,1,7,1,19,124,401, False.
424510,MD,125,408, 349-6464, no, no,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,7,2,23,458,146, False.
424511,VA,95,415, 366-7331, no, no,0,197,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,0,3,9,825,249, False.
424512,MT,80,415, 361-8288, no, no,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,8,2,14,296,139, False.
424513,SC,145,408, 377-6635, no, no,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10,6,2.7,0,0,1,65,221,585, False.
424514,CO,37,408, 408-1513, no, no,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,5,2,15,644,479, False.
424515,ID,87,415, 370-7546, no, no,0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,7,3,51,279,443, False.
424516,AL,69,415, 389-4278, no, no,0,183.4,85,31.18,237.6,100,20.2,228,94,10.26,9,5,2.43,3,5,1,52,856,529, False.
424517,CO,83,510, 379-3012, no, no,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,7,1,12,917,408, False.
424518,UT,195,415, 355-3620, no, no,0,63.2,108,10.74,220.2,88,18.72,184,99,8.28,5.1,3,1.38,0,0,1,46,849,665, False.
424519,DE,67,415, 413-7743, yes, yes,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,0,1,9,252,169, True.
424520,OH,75,510, 372-2296, no, yes,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,5,1,23,937,601, False.
424521,RI,123,415, 333-9728, no, yes,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15,1,4.05,0,0,1,9,982,348, False.
424522,FL,41,415, 415-6110, no, yes,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,9,1,64,766,715, False.
424523,OH,75,415, 340-9803, no, no,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,0,1,61,593,552, False.
424524,MD,76,415, 400-7002, yes, no,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12,7,3.24,1,2,1,9,143,237, True.
424525,IL,86,415, 395-7435, yes, no,0,266.1,120,45.24,182,92,15.47,206.5,103,9.29,10.3,4,2.78,1,7,1,38,185,308, False.
424526,PA,140,408, 336-7143, no, no,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,0,3,32,935,598, False.
424527,AZ,70,415, 352-2175, no, no,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,4,2,46,697,370, False.
424528,NH,121,510, 346-6352, no, yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,0,2,46,604,309, False.
424529,RI,112,415, 405-7467, no, no,0,168.6,102,28.66,298,117,25.33,194.7,110,8.76,9.8,5,2.65,1,9,1,36,527,597, False.
424530,HI,118,415, 379-8526, no, no,0,253.2,122,43.04,201,78,17.09,195.3,108,8.79,9.7,7,2.62,2,5,2,50,339,190, False.
424531,NJ,66,415, 410-5713, no, yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,7,1,64,841,334, False.
424532,WI,78,408, 408-5916, no, no,0,87,102,14.79,193.6,64,16.46,205.8,120,9.26,11,5,2.97,0,0,1,3,430,678, False.
424533,MD,129,415, 370-5626, no, yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4,2,4,3,47,142,690, False.
424534,OR,6,408, 408-1331, no, no,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,5,2,62,402,640, False.
424535,NV,107,510, 419-9688, yes, no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10,3,2.7,1,6,3,63,360,253, False.
424536,AR,107,415, 343-5219, yes, no,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,0,1,4,167,355, True.
424537,MT,138,415, 401-5586, no, no,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,7,3,59,510,255, False.
424538,CT,103,510, 377-9178, no, no,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,0,1,48,276,304, False.
424539,UT,116,415, 345-5639, no, yes,44,230.6,94,39.2,224.1,103,19.05,244,76,10.98,11.1,2,3,0,0,2,8,930,404, False.
424540,GA,189,408, 336-3488, no, no,0,227.4,84,38.66,176,81,14.96,206.1,120,9.27,6.3,4,1.7,2,5,3,37,688,493, False.
424541,NV,161,415, 414-6426, no, no,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,8,3,30,179,356, False.
424542,TN,1,415, 335-5591, no, no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7,2,1.89,1,8,2,68,603,569, False.
424543,DE,89,408, 421-9144, no, no,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,5,2,34,166,681, False.
424544,NY,64,408, 422-7728, no, no,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,6,3,66,531,223, False.
424545,MT,126,415, 344-3466, no, yes,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,2,1,9,491,142, True.
424546,IA,129,415, 398-7978, no, no,0,216,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,6,2,62,136,677, False.
424547,VT,128,510, 346-8368, no, yes,32,222.9,136,37.89,262,80,22.27,191.4,101,8.61,10.8,4,2.92,0,0,1,61,306,365, False.
424548,LA,81,415, 392-2722, no, yes,36,115.9,120,19.7,236.6,95,20.11,255,90,11.48,11.7,6,3.16,3,6,3,56,556,495, False.
424549,MT,114,510, 393-3274, no, no,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,9,2,51,617,202, False.
424550,NH,50,408, 339-4636, no, no,0,154.7,102,26.3,298,108,25.33,210.2,95,9.46,11.1,3,3,0,0,3,64,407,571, False.
424551,WV,86,415, 349-7138, no, no,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,7,3,15,913,615, False.
424552,ID,96,408, 363-3295, no, no,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,8,2,12,662,369, False.
424553,AZ,72,510, 407-9830, no, no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,0,2,41,833,181, False.
424554,SC,64,510, 333-8822, no, yes,40,210,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,4,3,23,220,292, False.
424555,WV,57,415, 419-6418, yes, yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,6,3,5,377,278, False.
424556,OH,65,510, 351-8955, no, no,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,7,3,16,127,717, False.
424557,MD,163,408, 338-1840, no, no,0,223,120,37.91,227,98,19.3,188.3,125,8.47,8.8,5,2.38,1,8,1,68,877,632, False.
424558,MD,136,415, 336-6997, no, no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,8,1,18,902,129, False.
424559,MN,116,408, 408-6266, no, no,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12,6,3.24,1,5,1,30,388,142, False.
424560,NE,93,408, 332-4291, no, no,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,6,3,47,610,433, False.
424561,MN,142,510, 355-7895, no, yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,7,1,25,256,593, False.
424562,NY,92,408, 348-2916, no, no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,8,1,14,225,168, False.
424563,HI,70,415, 339-8132, no, no,0,197.3,91,33.54,305.8,81,25.99,171,105,7.69,6.7,6,1.81,1,9,1,67,227,125, False.
424564,MO,22,408, 374-1684, no, yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,5,1,54,634,135, False.
424565,NV,37,415, 362-7604, no, no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12,2,3.24,2,9,3,11,302,609, False.
424566,MA,51,415, 389-3206, no, no,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7,3,1.89,1,9,2,4,480,659, False.
424567,NH,174,408, 336-2829, no, no,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10,5,2.7,2,9,2,24,839,245, False.
424568,UT,68,415, 403-8916, no, no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,0,1,4,469,246, True.
424569,FL,130,415, 384-1135, no, no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,5,2,69,477,391, False.
424570,WA,104,415, 390-2320, no, no,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,7,2,4,806,659, False.
424571,CT,134,408, 398-8578, no, no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,9,3,13,583,603, False.
